ID,转发数,评论数,发表时间,性别,粉丝数,状态数,正文
100186,0,0,20150312 16:47:26,m,2528,11013,/@斯图卡98:右边说的基本如此~公知是社会分裂变态很大因素/@伟大的费德勒: 他还是一名公知粉。中国一些青年人道德缺失，与公知的教唆、与崇拜韩二不无关系，这也是我反对公知、反对韩二的一个重要原因/@地瓜熊老六: 呵呵，杀死上海交警的司机还是一名资深韩粉/@猫先生孙凯特: 韩寒是我唯一敬服的同龄人
100187,0,0,20141204 17:51:36,f,221,1929,汽车雨刷，这算是具有攻击性的吗？为什么可以带上地铁？你们的安检呢？笑死人了 #上海地铁安检那么牛B你妈妈造么#@上海地铁shmetro @轨交幺幺零 @新民晚报新民网
100188,0,0,20150418 11:52:32,m,287,2547,#神州专车# 神州专车新用户券，充值相当于五折，首乘送50券，上海大概能坐9公里，挺不错了点击领取红包 http://t.cn/RApiXbj   #免费打车##免费专车#
100188,0,0,20150428 08:44:00,m,287,2551,#神州专车# 神州专车新用户券，充值相当于五折，首乘送50券，上海大概能坐9公里，挺不错了点击领取红包   http://t.cn/RATjaBx   #免费打车##免费专车##快的打车红包##快的打车代金券##一号专车优惠劵##神州专车代金券##神州专车优惠券#
100188,0,0,20150418 13:06:42,m,287,2551,#神州专车# 神州专车新用户券，充值相当于五折，首乘送50券，上海大概能坐9公里，挺不错了点击领取红包 http://t.cn/RApiXbj   #免费打车##免费专车#
100188,0,0,20150418 22:34:03,m,287,2547,#神州专车# 神州专车新用户券，充值相当于五折，首乘送50券，上海大概能坐9公里，挺不错了点击领取红包 http://t.cn/RApiXbj   #免费打车##免费专车#
100188,0,0,20150418 13:06:42,m,287,2547,#神州专车# 神州专车新用户券，充值相当于五折，首乘送50券，上海大概能坐9公里，挺不错了点击领取红包 http://t.cn/RApiXbj   #免费打车##免费专车#
100188,0,0,20150428 22:53:46,m,287,2551,#神州专车# 神州专车新用户券，充值相当于五折，首乘送50券，上海大概能坐9公里，挺不错了点击领取红包   http://t.cn/RATjaBx   #免费打车##免费专车##快的打车红包##快的打车代金券##一号专车优惠劵##神州专车代金券##神州专车优惠券#
100188,0,0,20150418 12:27:40,m,287,2547,#神州专车# 神州专车新用户券，充值相当于五折，首乘送50券，上海大概能坐9公里，挺不错了点击领取红包 http://t.cn/RApiXbj   #免费打车##免费专车#
100188,0,0,20150419 09:24:24,m,287,2551,#神州专车# 神州专车新用户券，充值相当于五折，首乘送50券，上海大概能坐9公里，挺不错了点击领取红包 http://t.cn/RApiXbj      #免费打车##免费专车##快的打车红包##快的打车代金券##一号专车优惠劵##神州专车代金券##神州专车优惠券#
100188,0,0,20150420 06:47:22,m,287,2551,#神州专车# 神州专车新用户券，充值相当于五折，首乘送50券，上海大概能坐9公里，挺不错了点击领取红包 http://t.cn/RApiXbj      #免费打车##免费专车##快的打车红包##快的打车代金券##一号专车优惠劵##神州专车代金券##神州专车优惠券#
100188,0,0,20150429 22:57:06,m,287,2551,#神州专车# 神州专车新用户券，充值相当于五折，首乘送50券，上海大概能坐9公里，挺不错了点击领取红包   http://t.cn/RATjaBx   #免费打车##免费专车##快的打车红包##快的打车代金券##一号专车优惠劵##神州专车代金券##神州专车优惠券#
100188,0,0,20150418 20:30:49,m,287,2547,#神州专车# 神州专车新用户券，充值相当于五折，首乘送50券，上海大概能坐9公里，挺不错了点击领取红包 http://t.cn/RApiXbj   #免费打车##免费专车#
100188,0,0,20150420 23:05:49,m,287,2551,#神州专车# 神州专车新用户券，充值相当于五折，首乘送50券，上海大概能坐9公里，挺不错了点击领取红包 http://t.cn/RApiXbj      #免费打车##免费专车##快的打车红包##快的打车代金券##一号专车优惠劵##神州专车代金券##神州专车优惠券#
100188,0,0,20150420 17:29:13,m,287,2551,#神州专车# 神州专车新用户券，充值相当于五折，首乘送50券，上海大概能坐9公里，挺不错了点击领取红包 http://t.cn/RApiXbj      #免费打车##免费专车##快的打车红包##快的打车代金券##一号专车优惠劵##神州专车代金券##神州专车优惠券#
100188,0,0,20150420 07:07:32,m,287,2551,#神州专车# 神州专车新用户券，充值相当于五折，首乘送50券，上海大概能坐9公里，挺不错了点击领取红包 http://t.cn/RApiXbj      #免费打车##免费专车##快的打车红包##快的打车代金券##一号专车优惠劵##神州专车代金券##神州专车优惠券#
100188,0,0,20150418 22:34:03,m,287,2551,#神州专车# 神州专车新用户券，充值相当于五折，首乘送50券，上海大概能坐9公里，挺不错了点击领取红包 http://t.cn/RApiXbj   #免费打车##免费专车#
100188,0,0,20150418 20:30:49,m,287,2551,#神州专车# 神州专车新用户券，充值相当于五折，首乘送50券，上海大概能坐9公里，挺不错了点击领取红包 http://t.cn/RApiXbj   #免费打车##免费专车#
100188,0,0,20150418 11:23:42,m,287,2547,#神州专车# 神州专车新用户券，充值相当于五折，首乘送50券，上海大概能坐9公里，挺不错了点击领取红包 http://t.cn/RApiXbj   #免费打车##免费专车#
100188,0,0,20150430 11:53:57,m,287,2551,#神州专车# 神州专车新用户券，充值相当于五折，首乘送50券，上海大概能坐9公里，挺不错了点击领取红包   http://t.cn/RATjaBx   #免费打车##免费专车##快的打车红包##快的打车代金券##一号专车优惠劵##神州专车代金券##神州专车优惠券#
100189,1,1,20150312 23:56:37,m,1452,6848,这就是不听指挥撞死上海交警的@猫先生孙凯特 。请以后同监的义士弄残了他！
100190,0,1,20140724 09:13:31,f,1290,1942,北京已经连续几天都是天气阴沉，比上个星期凉快了，小风吹着，时不时下几滴雨。 //@RubyDang:周四的早上，上海的天气还可以接受，只是千万别暴雨！
100191,0,0,20150403 15:36:54,m,92,649,沪牌凭上海户口薄领，每户一块，配给供应【外地牌照车辆以后再进上海难上加难，又传本地牌照开征拥堵费】 http://t.cn/RAVPiLw（分享自 @一点资讯）
100192,0,0,20140731 11:02:27,f,451,4926,//@一可怡殿下:觉得上海地铁外国帅哥超多…那次自己单独去机场的坐的那号线路真的有帅的[偷笑]@我想最后是你陪我走下去 
100193,0,1,20140816 14:49:33,f,126,205,在上海地铁里遇到背着音响行乞的谈不上眉清目秀但也还是很干净的小男孩，心里很是不舍。不知又是哪家小孩被拐而沦为乞丐，他的一生就这样毁了，在还不知晓自己未来的时候就被剥夺了生活好教育好的权利。 http://t.cn/RPTLtnq
100194,0,0,20141204 12:22:05,f,13,70,#上海下雪# http://t.cn/RzaRgNx
100195,0,0,20140708 11:06:33,f,77,664,[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌]@狮子Lucky雯  //@扬州杨华:[哈哈]上海地铁九号线“咸猪手”男子被依法行政拘留
100196,0,1,20140717 11:30:07,f,51,87,我在@驴妈妈旅游网 上买了“上海科技馆“的成人票，原价30.0，现价24.0，省了6.0块！推荐给你们。详情猛戳http://t.cn/RPz1unn下载驴妈妈客户端，旅游出行全部hold住。http://t.cn/RPz1unm
100197,0,0,20141031 22:46:51,f,1680,1335,万圣节，大家很开森的样子，只有自己知道，死在上海。头疼，肚子疼～我是怎么了？去泡温泉当天血崩，去上海也当天血崩。姨妈我谢谢你了，疼到死的时间能调成我正常状态下的吗～ 好吧，你开森就好。我退下，早班鸡等我～ 希望嘀嘀打车好用，希望四个闹钟能叫醒我，希望我活着回厦门 http://t.cn/z8ixw8q
100198,0,2,20150127 23:35:49,f,555,757,冬夜听雪。[月亮]上海下雪了，大雪片落地上就没影儿了，白茫茫消失在湿漉漉中。
100199,0,1,20140914 09:39:07,m,1198,7243,避违章少罚款，须用车行上海APP！来自市民云@上海生活服务窗(支付宝钱包),详情请点击:http://t.cn/RhJUwEr
100199,0,0,20140704 20:45:33,m,1198,7243,#上海地铁色狼# 对9号线地铁咸猪手，你怎么看？ 若事情属实，坚决将色狼绳之以法 详情:http://t.cn/RvBCVMy
100200,0,1,20150409 20:46:29,f,64,436,上海交通应拥挤的城市
100201,1,1,20141010 11:17:47,m,141,5543,10月9日原上海铁道学院电信系60级通信、信号专业同学返回母校时同济大学派专车接送到嘉定同济大学新校区内参观上海轨道交通研究院的磁浮悬列车、高速列车、地震台等先进设备並受到热情接待。
100201,0,0,20150425 20:17:30,m,141,5543,今天上海天气晴朗，南京路步行街上遊人如织，步行街上绿化见缝插针，精心设计，将步行街点缀得更美丽，这是今天步行街上绿化照片。
100201,0,0,20141010 11:07:38,m,141,5543,10月9日同济大学校方派出专车接送原上海铁道学院60级通信、信号专业校友去嘉定同济大学新校区参观並受到电子信息学院领导亲自接见和热情款待。
100201,0,0,20140821 12:42:22,m,141,5543,<夕阳红>上海连续好几天下雨后今天迎来了多云的好天气。老爸老妈们又恢复了晨练。今日武术晨练<1>
100201,0,0,20141222 12:23:13,m,141,5543,<城市让生活更美好>今天冬至。上海晴天。温度1~7度。今天公园风景<1>
100201,0,0,20150102 11:18:16,m,141,5543,<城市让生活更美好>上海今天晴到多云。公园里的风景格外美丽。
100201,0,0,20141115 11:32:36,m,141,5543,<城市让生活更美好>上海今天晴到多云，公园里风景如画<1>
100201,0,0,20140807 10:50:14,m,141,5543,<城市让生活更美好>上海大渡河路自去年扩建成8车道后不但改变了过去交通经常堵塞的状况而且周边环境越来越美好。照片拍的是大渡河路桥上的精美路灯。
100201,0,0,20150313 11:34:49,m,141,5543,<城市让生活更美好>九九艳阳天。今天上海晴天，最高温度予报20度。公园大草坪巳大面积开始泛绿。
100201,0,0,20141212 12:15:24,m,141,5543,<城市让生活更美好>上海今天晴到多云。公园的景色很美。
100201,0,0,20150107 14:24:18,m,141,5543,<城市让生活更美好>上海昨天迎来首次下雪。雪下得很小，今天阴到多云。最高温度予报7度，较前天下降10度以上。今天人民公园风景照。
100201,0,0,20141214 11:14:40,m,141,5543,<城市让生活更美好>今天上海晴到多云，公园风景很美丽。<1>
100201,0,0,20150105 11:33:24,m,141,5543,<城市让生活更美好>上海今天上午多云，予报最高温度19度，巳连续25天未下雨了。今天上海公园风景<1>
100201,0,0,20140825 12:31:41,m,141,5543,<夕阳红>尽管昨晚上海电闪雷鸣下了长时间的大暴雨。今晨天空还是阴沉沉的但老爸老妈们依然一早就在公园里做晨练。今日武术晨练<1>
100201,0,0,20140825 12:35:16,m,141,5543,<夕阳红>尽管昨夜上海电闪雷鸣下了长时间的大暴雨但100多位老爸老妈们依然在西郊公园里一起做晨练。今日佳木斯操<1>
100201,0,0,20141204 11:46:57,m,141,5543,<城市让生活更美好>昨夜上海崇明下雪了，这比往常要提前一个月左右。冬天的上海公园景色依然很美。<1>
100201,0,0,20140725 11:16:03,m,141,5543,<夕阳红>上海今天受台风边缘影响风力较大且下着毛毛雨。老爸老妈们依然坚持晨练。今日晨练<1>
100201,0,0,20140726 11:13:01,m,141,5543,<夕阳红>老爸老妈们坚持一年四季每天都晨练。今天上海天气闷热且下着毛毛雨但他们依然坚持晨练。今日晨练<1>
100201,0,0,20140728 11:04:37,m,141,5543,<夕阳红>老爸老妈们一年四季每天都坚持晨练。昨晚上海电闪雷鸣，下了大雨后草地湿漉的他们一清早依然做拳练。
100201,0,0,20150109 12:44:01,m,141,5543,<城市让生活更美好>上海今天睛到多云，最高温度予报11度。今天公园风景<1>
100201,0,0,20141113 11:27:12,m,141,5543,<城市让生活更美好>今天上海晴到多云。深秋季节公园里风景如画。<1>
100201,0,0,20140723 10:42:10,m,141,5543,今天大暑。上海受台风边缘影响最高温度予报34度，空气质量等级为优。兰天白云下公园的景色更美丽。
100202,0,0,20150102 03:40:49,f,415,168,#上海外滩踩踏事故#愿天堂不在拥挤[蜡烛][蜡烛][蜡烛][蜡烛]🙏🙏🙏🙏🙏🙏
100203,0,0,20150102 11:15:13,f,11137,3781,阿弥陀佛，请大家为上海跨年活动往生的人祈福回向！ 请大家将各自功德回向给在上海外滩陈毅广场的群众拥挤踩踏事故中遇难的逝者!!! 愿死难者蒙佛接引，往生西方极乐🙏🙏🙏 http://t.cn/RZGAp2I
100204,10,4,20140818 09:32:38,f,372,7152,#陈伟霆# 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈 刚刚听天气通今天上海 小雨转大雨 反正念跟雨有关的都特别高兴😂😂  那个大雨快笑死我了[哈哈][哈哈]大~雨 
100204,1,0,20140908 12:44:01,f,372,7152,哈哈哈让我来开 //@-神临-:欢迎使用电瓶车10元/次2333333333333333333//@William爱未停-陈伟霆资源博: #中秋陪陈伟霆看我不是明星# 140831 上海机场 做小车萌萌哒w
100205,0,0,20141223 16:17:36,m,282,2248,#上海最关心# 【静安黄金地段停车攻略】#连线区县#经常去逛街shopping的筒子们，有木有觉得在节假日的去商场逛...  http://t.cn/RzktXc1
100205,0,0,20150327 16:52:36,m,282,2248,#上海最关心# 一张动图让复杂的东西变简单，侧方停车其实也没那么难，需要的小伙伴赶紧马住啊 #微博爆料#  http://t.cn/RAy3yFQ
100205,0,0,20150307 08:50:05,m,282,2248,#上海最关心# 【你真的会开自动挡的车吗】启动时,踩刹车,点火,挂D挡,松手刹;行驶中，“D档走天下”;停车时，挂P...  http://t.cn/RwmrlKv
100206,0,0,20141113 11:54:25,m,4717,7535,[吃惊]@智勇在线 @sina小六子 @筱筱然123 //@弹指一挥间之2012:上海张江有轨电车，美娇娘搔首弄姿，总会有几个醉汉壮胆拥抱的。
100207,0,0,20150214 11:14:30,f,143,8595,CP都很配哦[玫瑰]//@上海轨道交通俱乐部:【官方CP秀恩爱】你觉得上海地铁各线路里有多少对情侣呢？二哥和十三姨、小三和小四、小六和小八算三对最知名的吧[偷笑]
